DATE,FROM_CURRENCY,EXCHANGE_RATE
2024-08-03,EUR,1.085500
2023-05-25,AUD,0.656810
2024-07-29,GBP,1.286840
2023-12-12,CAD,0.736250
2023-12-28,AED,0.272320
2023-07-25,JPY,0.007070
2024-09-30,GBP,1.337450
2024-04-16,SGD,0.734550
2023-07-14,GBP,1.307030
2023-06-26,MXN,0.058210
2023-06-19,BRL,0.207500
2023-07-10,SGD,0.742860
2024-02-12,AED,0.272290
2023-10-26,CAD,0.726250
2024-02-16,GBP,1.257350
2024-07-06,BRL,0.182450
2024-08-16,CHF,1.150980
2024-03-16,AED,0.272320
2023-05-07,AED,0.272350
2024-09-17,INR,0.011920
2024-11-11,BRL,0.174330
2023-02-07,SGD,0.754390
2024-08-30,EUR,1.109960
2024-05-25,SGD,0.740390
2024-04-11,AUD,0.657300
2024-02-11,EUR,1.078620
2024-08-22,SGD,0.765730
2023-02-13,JPY,0.007610
2024-09-12,JPY,0.007050
2023-08-31,AED,0.272300
2023-09-12,CAD,0.735680
2024-02-04,EUR,1.078930
2024-08-07,GBP,1.272570
2023-03-25,MXN,0.053940
2023-10-11,INR,0.012020
2024-05-10,JPY,0.006430
2024-11-02,SGD,0.755310
2024-05-09,AED,0.272300
2024-04-27,AED,0.272300
2023-02-05,INR,0.012120
2024-11-12,INR,0.011850
2023-07-03,CHF,1.117270
2023-08-28,EUR,1.079610
2023-08-14,GBP,1.269620
2023-05-12,SGD,0.752620
2024-06-13,AED,0.272290
2023-12-12,BRL,0.203070
2024-01-13,GBP,1.275990
2023-08-14,JPY,0.006900
2024-10-10,SGD,0.766150
2024-07-10,EUR,1.082050
2023-06-20,JPY,0.007050
2023-05-19,SGD,0.743200
2023-07-27,AED,0.272310
2024-09-23,EUR,1.116450
2023-10-20,AED,0.272300
2023-11-03,JPY,0.006650
2023-03-31,GBP,1.235310
2023-03-29,CAD,0.733510
2023-12-28,BRL,0.207470
2023-09-03,AUD,0.645610
2024-08-09,EUR,1.092270
2023-04-20,GBP,1.243400
2024-07-27,EUR,1.085740
2024-05-30,CAD,0.730860
2023-12-30,GBP,1.274030
2024-09-22,BRL,0.181480
2024-08-26,JPY,0.006930
2023-08-26,BRL,0.205070
2024-07-28,JPY,0.006510
2023-08-31,GBP,1.267830
2023-09-26,AUD,0.642500
2023-03-08,INR,0.012210
2024-09-10,AUD,0.666590
2024-02-16,AUD,0.650470
2023-03-07,INR,0.012220
2023-07-12,SGD,0.745240
2023-09-09,GBP,1.248040
2024-08-17,AED,0.272300
2023-06-28,INR,0.012200
2024-01-24,BRL,0.200980
2023-07-27,MXN,0.059180
2024-03-07,CAD,0.737630
2023-07-13,MXN,0.058980
2024-03-07,AED,0.272310
2023-11-03,CHF,1.105460
2023-11-13,CAD,0.724750
2024-09-14,CAD,0.736360
2024-07-09,CAD,0.733390
2023-05-21,MXN,0.056470
2024-05-31,AED,0.272290
2023-09-23,MXN,0.058200
2023-02-01,EUR,1.084950
2024-03-12,SGD,0.751630
2024-06-29,INR,0.011990
2023-09-01,JPY,0.006860
2024-04-21,SGD,0.734520
2023-05-13,CAD,0.739970
2023-07-26,EUR,1.105770
2023-12-03,CAD,0.741000
2023-02-01,CAD,0.747260
2023-05-26,BRL,0.200520
2024-08-12,INR,0.011910
2024-10-11,JPY,0.006720
2023-06-11,JPY,0.007180
2024-06-25,INR,0.011980
2023-06-18,BRL,0.207460
2024-11-15,BRL,0.172430
2024-09-27,GBP,1.337550
2023-06-17,AED,0.272310
2024-11-07,CAD,0.718450
2024-09-07,SGD,0.769100
2023-07-17,GBP,1.309490
2023-01-02,SGD,0.746160
2023-09-13,GBP,1.249050
2023-11-05,CAD,0.732490
2023-11-08,SGD,0.738470
2024-04-01,CHF,1.109950
2023-02-12,GBP,1.206370
2024-11-02,GBP,1.292070
2024-04-30,CAD,0.732370
2023-08-16,MXN,0.058480
2023-07-02,CHF,1.117190
2023-01-23,BRL,0.192070
2023-03-20,AED,0.272320
2024-07-12,AED,0.272290
2023-02-12,CAD,0.749570
2024-05-01,MXN,0.058630
2024-08-06,JPY,0.006960
2023-05-28,AUD,0.651900
2023-08-26,INR,0.012100
2024-06-03,CAD,0.733910
2024-05-24,AED,0.272290
2023-11-26,CHF,1.133790
2024-10-16,EUR,1.089890
2023-07-23,GBP,1.285420
2024-10-25,INR,0.011890
2024-09-11,JPY,0.007000
2023-06-22,GBP,1.275130
2024-10-07,SGD,0.766680
2023-03-28,EUR,1.077940
2023-10-28,MXN,0.055220
2024-11-14,GBP,1.273130
2023-09-12,MXN,0.057300
2023-01-20,AED,0.272300
2023-01-29,BRL,0.195770
2023-01-22,CAD,0.747600
2024-05-15,EUR,1.080300
2024-07-01,CHF,1.112920
2023-09-07,CAD,0.732750
2023-11-05,AUD,0.651410
2023-07-29,JPY,0.007140
2024-10-24,AED,0.272290
2023-11-11,SGD,0.735240
2023-12-11,JPY,0.006900
2024-06-01,CHF,1.106650
2023-07-15,AUD,0.686340
2024-10-26,CHF,1.154460
2024-07-20,GBP,1.292500
2024-02-03,SGD,0.747010
2023-05-02,JPY,0.007300
2023-09-19,AUD,0.643850
2024-05-18,AUD,0.667570
2023-11-25,AED,0.272310
2024-08-01,GBP,1.284420
2023-10-20,GBP,1.213770
2023-06-26,SGD,0.739630
2023-10-29,BRL,0.199450
2024-11-10,GBP,1.292340
2023-09-25,INR,0.012040
2023-10-22,MXN,0.054870
2024-11-17,JPY,0.006480
2023-09-30,INR,0.012030
2024-09-02,AUD,0.676680
2023-02-09,BRL,0.192130
2023-05-01,JPY,0.007340
2024-08-01,AUD,0.651940
2023-11-13,MXN,0.056700
2023-03-23,AED,0.272340
2024-02-15,AED,0.272300
2023-08-06,EUR,1.101400
2024-01-20,BRL,0.203030
2024-10-09,CAD,0.733050
2023-11-28,BRL,0.204130
2023-03-24,GBP,1.230500
2024-04-09,AED,0.272340
2024-07-10,CAD,0.733360
2024-05-12,CAD,0.731470
2023-03-13,JPY,0.007410
2023-06-19,CAD,0.757870
2024-06-21,BRL,0.184120
2023-02-20,MXN,0.054470
2024-09-30,AED,0.272280
2024-02-01,CHF,1.160460
2024-03-24,CAD,0.734990
2023-02-05,GBP,1.205810
2023-10-28,INR,0.012010
2024-08-19,CHF,1.154590
2024-08-11,INR,0.011910
2023-02-26,SGD,0.740900
2024-03-11,BRL,0.200850
2024-07-02,EUR,1.074700
2024-03-25,JPY,0.006600
2023-04-03,EUR,1.084160
2024-03-17,AUD,0.656210
2023-08-19,MXN,0.058580
2024-07-04,MXN,0.054900
2023-08-01,SGD,0.751960
2023-10-16,SGD,0.730980
2023-04-22,GBP,1.242250
2024-02-16,CHF,1.133270
2024-03-30,GBP,1.262570
2023-11-08,BRL,0.205090
2024-06-17,EUR,1.070740
2023-10-11,JPY,0.006720
2023-01-31,BRL,0.195780
2023-08-22,GBP,1.274550
2023-03-01,SGD,0.741900
2024-08-10,EUR,1.092010
2024-01-30,SGD,0.745710
2023-01-14,MXN,0.053120
2023-04-06,AUD,0.672380
2024-02-19,INR,0.012050
2023-04-19,EUR,1.095950
2023-01-11,GBP,1.216160
2024-02-13,GBP,1.262880
2024-07-14,GBP,1.299100
2023-09-27,EUR,1.058380
2024-09-08,AED,0.272280
2023-03-12,EUR,1.064020
2024-09-13,AUD,0.669450
2023-04-15,AED,0.272360
2023-04-02,MXN,0.055520
2024-10-22,INR,0.011890
2024-07-31,JPY,0.006490
2023-11-24,AUD,0.655970
2024-02-05,CAD,0.742630
2023-12-23,SGD,0.755030
2023-11-09,SGD,0.737580
2024-11-01,CAD,0.718500
2023-07-12,CAD,0.754330
2023-10-01,CHF,1.093520
2024-07-02,AED,0.272290
2024-05-03,SGD,0.736490
2024-06-24,AUD,0.664130
2023-03-15,BRL,0.190650
2023-06-30,GBP,1.262710
2024-10-21,AUD,0.670760
2024-04-17,INR,0.011960
2023-07-05,JPY,0.006920
2024-11-03,AUD,0.656030
2024-05-22,CAD,0.733200
2024-10-03,INR,0.011910
2024-04-16,CHF,1.095150
2024-04-30,BRL,0.195550
2023-01-28,GBP,1.238600
2024-04-10,INR,0.012020
2023-01-06,GBP,1.198170
2024-08-24,EUR,1.114930
2024-09-18,JPY,0.007080
2023-03-31,JPY,0.007540
2023-11-14,GBP,1.225060
2024-05-30,MXN,0.059310
2023-06-12,JPY,0.007180
2024-08-29,CHF,1.186560
2024-03-29,BRL,0.200140
2024-02-28,SGD,0.744200
2024-06-22,AUD,0.665190
2024-01-18,AUD,0.655560
2023-11-21,BRL,0.205250
2023-02-03,SGD,0.765200
2024-02-08,GBP,1.262170
2023-06-07,CAD,0.745350
2024-03-13,CAD,0.741570
2024-07-02,SGD,0.737380
2024-07-20,AED,0.272290
2024-04-28,GBP,1.249610
2023-06-22,EUR,1.094230
2023-01-14,JPY,0.007790
2024-04-10,MXN,0.061210
2024-02-24,BRL,0.201070
2023-02-10,MXN,0.052960
2023-11-16,SGD,0.741290
2024-04-24,JPY,0.006460
2024-08-05,EUR,1.091220
2023-06-15,GBP,1.264780
2024-02-14,AED,0.272300
2023-07-31,JPY,0.007090
2023-09-30,CAD,0.740720
2024-02-06,AED,0.272300
2024-09-19,EUR,1.112670
2024-03-05,JPY,0.006650
2024-03-07,CHF,1.131890
2023-12-26,INR,0.012020
2023-09-14,GBP,1.248500
2023-11-04,GBP,1.228230
2023-02-13,SGD,0.751950
2023-04-15,MXN,0.055390
2023-02-25,BRL,0.193650
2023-08-01,CHF,1.148660
2024-06-20,INR,0.011990
2023-02-12,JPY,0.007610
2024-05-05,BRL,0.197230
2023-01-04,INR,0.012080
2024-09-01,MXN,0.050730
2023-09-26,JPY,0.006730
2024-07-23,CAD,0.727590
2024-11-08,CAD,0.720330
2023-07-15,GBP,1.311320
2023-04-17,CAD,0.748750
2023-06-19,MXN,0.058600
2023-04-19,MXN,0.055470
2024-03-01,AUD,0.650520
2024-08-27,JPY,0.006940
2024-06-28,GBP,1.264180
2024-09-26,MXN,0.051390
2023-10-24,CAD,0.729730
2023-12-26,AED,0.272340
2024-11-03,EUR,1.083430
2023-03-26,INR,0.012150
2024-08-07,INR,0.011910
2023-10-10,AUD,0.637790
2024-09-01,EUR,1.104830
2024-01-05,SGD,0.752570
2023-07-02,AED,0.272290
2024-01-30,CAD,0.744150
2023-02-10,BRL,0.191380
2024-08-21,CAD,0.733930
2024-03-25,MXN,0.059670
2023-01-16,AUD,0.697700
2024-06-26,GBP,1.268850
2024-04-05,AED,0.272330
2023-09-08,AED,0.272290
2023-10-07,CAD,0.730320
2023-03-02,JPY,0.007350
2023-10-31,SGD,0.731850
2024-09-01,GBP,1.312910
2024-02-28,JPY,0.006650
2023-03-17,SGD,0.741870
2023-05-16,CAD,0.740450
2023-12-06,MXN,0.057290
2023-06-18,SGD,0.748070
2024-02-28,CHF,1.136960
2023-12-05,CAD,0.739070
2024-02-07,MXN,0.058560
2024-01-17,INR,0.012040
2024-01-12,CHF,1.174370
2023-07-22,JPY,0.007080
2024-10-31,CHF,1.153630
2023-09-24,JPY,0.006740
2024-01-10,GBP,1.272810
2023-03-21,MXN,0.052900
2023-06-10,AED,0.272310
2024-09-24,GBP,1.332320
2024-08-24,INR,0.011920
2024-07-26,CHF,1.134840
2024-04-04,CAD,0.737900
2023-07-01,MXN,0.058440
2023-10-05,AUD,0.632040
2024-08-08,EUR,1.092160
2023-05-17,CAD,0.742720
2024-04-12,CAD,0.730670
2024-07-31,GBP,1.284490
2023-01-08,INR,0.012160
2024-11-14,BRL,0.173360
2023-07-18,MXN,0.059660
2024-02-06,GBP,1.257490
2023-04-25,BRL,0.198680
2023-09-02,INR,0.012090
2023-03-26,EUR,1.076110
2023-02-15,AUD,0.697260
2024-09-28,JPY,0.006970
2023-05-10,AED,0.272370
2024-04-17,MXN,0.059180
2024-05-12,GBP,1.252570
2024-07-01,EUR,1.071770
2023-01-05,AED,0.272310
2023-03-07,AUD,0.674050
2023-05-21,GBP,1.243090
2024-11-10,EUR,1.071970
2023-08-14,INR,0.012050
2024-01-13,CAD,0.747350
2024-10-21,SGD,0.763330
2023-07-21,MXN,0.059550
2023-04-02,AUD,0.668680
2023-03-09,SGD,0.738610
2023-01-26,CHF,1.085790
2023-02-11,EUR,1.070340
2024-10-09,BRL,0.181490
2023-07-17,CHF,1.160080
2023-08-11,CAD,0.745480
2024-07-20,MXN,0.055600
2023-09-04,SGD,0.739950
2024-02-20,BRL,0.201530
2023-04-03,CHF,1.093380
2024-09-26,CAD,0.743540
2023-09-13,CHF,1.121710
2023-03-20,GBP,1.219080
2024-02-11,BRL,0.201990
2023-06-10,JPY,0.007180
2023-08-07,CAD,0.747630
2023-01-09,CAD,0.743950
2024-09-01,JPY,0.006840
2024-08-06,AED,0.272290
2023-01-25,AED,0.272300
2023-12-19,CAD,0.747310
2023-05-07,AUD,0.675440
2024-07-22,AED,0.272290
2023-08-05,MXN,0.058120
2024-09-07,JPY,0.007010
2024-11-16,CHF,1.125770
2023-05-10,AUD,0.676600
2024-06-25,AED,0.272290
2024-06-29,EUR,1.070480
2024-03-18,JPY,0.006710
2023-12-29,INR,0.012030
2024-05-17,SGD,0.743700
2024-08-01,AED,0.272290
2023-08-28,CAD,0.735170
2023-03-20,INR,0.012120
2023-05-01,CHF,1.118560
2023-05-15,CAD,0.737770
2023-06-13,AUD,0.675250
2024-07-12,SGD,0.743260
2023-02-10,SGD,0.755230
2024-02-20,INR,0.012050
2023-08-28,AED,0.272290
2024-03-31,CHF,1.110050
2024-05-29,GBP,1.277460
2023-01-19,AED,0.272300
2023-07-16,JPY,0.007210
2023-07-05,BRL,0.207710
2024-01-16,BRL,0.205720
2023-08-17,EUR,1.090410
2023-01-27,SGD,0.762170
2023-05-25,GBP,1.239690
2024-03-21,MXN,0.059610
2024-05-13,MXN,0.059610
2023-05-11,AUD,0.676810
2024-01-09,SGD,0.752130
2024-03-04,MXN,0.058790
2023-06-29,AUD,0.662710
2024-05-04,JPY,0.006540
2024-03-18,CAD,0.738500
2023-06-28,AUD,0.669570
2024-06-13,BRL,0.185950
2024-02-25,JPY,0.006640
2024-05-14,JPY,0.006410
2024-03-25,AED,0.273980
2024-05-02,JPY,0.006360
2023-08-05,CAD,0.748550
2024-01-11,GBP,1.272210
2024-03-14,MXN,0.059720
2024-08-07,MXN,0.051600
2024-03-02,JPY,0.006650
2024-06-12,INR,0.011970
2023-11-23,GBP,1.251270
2023-01-09,JPY,0.007570
2024-09-02,GBP,1.312950
2024-03-09,INR,0.012090
2023-11-26,EUR,1.094490
2023-03-21,BRL,0.190180
2024-05-15,CAD,0.731890
2023-03-11,AUD,0.659270
2023-10-31,MXN,0.055380
2024-09-24,JPY,0.006960
2023-08-20,INR,0.012020
2024-04-18,GBP,1.244990
2023-11-17,SGD,0.741500
2023-01-24,MXN,0.053070
2024-05-16,BRL,0.194850
2024-05-31,INR,0.012000
2023-12-26,AUD,0.680560
2024-07-31,AUD,0.654420
2023-02-27,AED,0.272280
2024-05-11,EUR,1.077640
2023-09-21,SGD,0.733310
2024-02-28,AED,0.272310
2023-12-19,BRL,0.202960
2023-01-20,CAD,0.741450
2023-09-20,CAD,0.743560
2023-02-08,AUD,0.692870
2024-02-19,AUD,0.653390
2024-07-24,CAD,0.726330
2024-10-08,GBP,1.309650
2024-06-14,AUD,0.664570
2024-01-04,AUD,0.674120
2024-03-13,AUD,0.660950
2023-09-19,MXN,0.058510
2023-03-18,GBP,1.215510
2024-08-19,INR,0.011930
2024-10-18,EUR,1.084460
2024-05-19,AUD,0.669450
2024-08-14,BRL,0.182500
2023-08-21,EUR,1.087750
2024-01-05,CHF,1.176470
2023-08-27,AED,0.272290
2023-06-24,SGD,0.740190
2023-05-04,GBP,1.252310
2023-10-15,AED,0.272290
2024-04-09,GBP,1.263950
2024-10-29,JPY,0.006530
2024-09-25,BRL,0.181900
2024-10-27,AED,0.272290
2023-07-18,AUD,0.681740
2023-03-06,AED,0.272300
2023-10-01,EUR,1.057600
2024-06-04,GBP,1.275940
2023-05-18,JPY,0.007290
2023-05-08,GBP,1.263340
2023-12-24,CHF,1.168620
2024-08-19,MXN,0.053690
2024-09-05,CHF,1.178850
2023-11-02,MXN,0.055680
2024-06-16,AUD,0.661580
2024-07-10,AED,0.272290
2023-09-18,EUR,1.066240
2023-09-18,INR,0.012030
2024-08-18,GBP,1.294780
2024-08-12,CAD,0.728370
2023-06-10,GBP,1.256510
2024-01-09,JPY,0.006930
2024-08-15,CAD,0.729340
2023-08-19,JPY,0.006880
2024-06-09,GBP,1.272320
2023-07-21,GBP,1.289780
2023-06-15,AUD,0.679340
2023-07-17,SGD,0.757170
2024-05-27,AED,0.272310
2023-10-07,JPY,0.006710
2023-08-16,CHF,1.139780
2024-03-04,BRL,0.201890
2023-07-18,BRL,0.208280
2023-08-24,EUR,1.084790
2023-03-05,AED,0.272310
2023-05-31,JPY,0.007140
2024-11-09,INR,0.011850
2024-08-19,AED,0.272280
2023-04-06,EUR,1.093580
2024-06-01,AED,0.272290
2024-06-24,GBP,1.264540
2024-07-16,AED,0.272290
2024-10-05,CAD,0.737190
2023-12-07,AED,0.272350
2024-10-07,CHF,1.165490
2023-04-23,MXN,0.055590
2023-01-17,AED,0.272300
2024-02-27,AUD,0.654750
2024-10-25,CHF,1.154820
2023-02-04,INR,0.012170
2023-04-11,AED,0.272330
2023-08-31,AUD,0.647790
2023-03-17,AUD,0.664580
2024-03-20,CAD,0.737130
2024-09-27,MXN,0.051010
2024-05-29,BRL,0.193670
2023-04-10,MXN,0.055230
2023-08-27,AUD,0.640410
2023-08-23,BRL,0.201700
2023-05-27,AUD,0.651820
2024-01-11,CHF,1.173840
2024-09-06,BRL,0.178130
2024-03-09,BRL,0.201820
2024-10-16,INR,0.011900
2023-04-17,GBP,1.241590
2023-11-17,MXN,0.057880
2024-05-10,EUR,1.075820
2023-08-23,SGD,0.737240
2024-02-01,MXN,0.058280
2024-10-30,INR,0.011890
2024-02-10,MXN,0.058430
2023-11-23,CAD,0.729390
2023-01-03,SGD,0.745800
2024-10-02,SGD,0.777020
2023-01-18,CHF,1.083280
2023-01-14,AUD,0.696350
2023-05-06,SGD,0.754630
2024-05-11,CHF,1.103190
2024-02-21,AED,0.272300
2024-11-03,MXN,0.049340
2024-11-01,SGD,0.756630
2023-04-04,MXN,0.055450
2024-02-04,BRL,0.201340
2023-11-04,SGD,0.736130
2023-11-22,SGD,0.748080
2023-12-25,CHF,1.168620
2023-12-19,AUD,0.671250
2023-11-23,AUD,0.654740
2024-08-27,SGD,0.767680
2024-05-20,JPY,0.006430
2023-12-29,CAD,0.757050
2023-12-29,AUD,0.684350
2023-06-29,MXN,0.058550
2024-01-11,EUR,1.094920
2024-11-06,INR,0.011890
2023-10-07,INR,0.012020
2023-02-18,AED,0.272290
2023-04-09,AUD,0.667630
2024-02-18,CAD,0.741720
2023-02-07,EUR,1.076150
2024-03-14,AUD,0.661670
2023-01-31,SGD,0.761560
2024-01-19,JPY,0.006760
2024-01-02,JPY,0.007090
2023-10-13,CHF,1.106770
2023-11-17,AUD,0.648070
2023-04-22,SGD,0.749540
2023-08-07,SGD,0.747640
2024-04-18,CHF,1.097400
2024-01-03,AED,0.272320
2023-06-08,GBP,1.243970
2023-03-08,AUD,0.666040
2023-08-10,JPY,0.006970
2024-05-04,GBP,1.255340
2024-11-16,JPY,0.006440
2023-06-01,GBP,1.239740
2023-07-18,JPY,0.007210
2024-03-05,AUD,0.651900
2023-03-24,AUD,0.671360
2024-06-17,JPY,0.006350
2024-01-16,SGD,0.750250
2024-05-13,GBP,1.252570
2024-10-21,MXN,0.050330
2023-05-05,CAD,0.736420
2024-07-19,JPY,0.006380
2023-01-06,BRL,0.185170
2024-04-30,INR,0.011990
2024-10-04,CHF,1.174460
2023-06-14,MXN,0.057930
2023-08-27,MXN,0.059720
2023-06-23,BRL,0.209800
2024-04-12,AUD,0.652720
2023-08-30,CHF,1.134050
2023-02-14,EUR,1.069300
2023-10-18,AED,0.272290
2023-12-11,INR,0.011990
2024-09-22,MXN,0.051520
2024-07-25,BRL,0.178180
2023-09-30,MXN,0.057320
2024-11-03,INR,0.011890
2023-10-08,CAD,0.732250
2024-09-23,AUD,0.680820
2023-11-26,MXN,0.058500
2023-05-03,GBP,1.248080
2024-07-29,EUR,1.085700
2024-01-27,AUD,0.658780
2024-09-22,GBP,1.332980
2024-07-31,INR,0.011940
2024-04-27,SGD,0.734720
2023-07-20,INR,0.012180
2023-05-22,INR,0.012070
2023-01-08,BRL,0.191420
2023-04-29,GBP,1.251690
2024-02-20,CHF,1.134660
2023-02-28,CHF,1.065010
2024-09-24,EUR,1.113080
2023-06-05,AED,0.272310
2024-03-22,CAD,0.740750
2024-06-19,AED,0.272290
2024-10-10,JPY,0.006720
2024-02-01,CAD,0.745580
2024-03-03,EUR,1.084110
2024-08-15,EUR,1.101150
2023-09-30,GBP,1.222210
2023-11-07,INR,0.012020
2024-10-18,INR,0.011900
2023-09-27,CAD,0.741050
2023-02-26,INR,0.012060
2024-06-07,SGD,0.742680
2023-02-05,EUR,1.079550
2023-08-06,CHF,1.146000
2023-03-26,JPY,0.007650
2024-07-20,CAD,0.728970
2024-03-18,INR,0.012060
2024-11-09,BRL,0.174760
2023-07-05,GBP,1.270950
2024-02-24,INR,0.012060
2024-09-12,SGD,0.767450
2024-11-02,MXN,0.049770
2023-09-16,GBP,1.240810
2024-11-12,AUD,0.658110
2023-09-03,JPY,0.006840
2023-03-11,CHF,1.080020
2024-01-25,EUR,1.088390
2023-03-23,BRL,0.190790
2023-01-07,MXN,0.051970
2024-03-28,AED,0.272340
2024-06-25,GBP,1.266750
2024-03-27,JPY,0.006600
2023-03-25,SGD,0.754090
2024-10-24,JPY,0.006560
2024-09-09,MXN,0.050080
2024-05-22,INR,0.012000
2024-11-10,JPY,0.006550
2023-04-20,AED,0.272360
2023-11-19,SGD,0.744690
2023-05-11,AED,0.272380
2024-08-01,CAD,0.723340
2023-04-26,BRL,0.198150
2024-07-06,JPY,0.006220
2023-04-03,AUD,0.668590
2024-07-05,GBP,1.275510
2024-03-29,CHF,1.106660
2023-04-20,JPY,0.007430
2024-09-18,AED,0.272290
2023-02-19,INR,0.012070
2023-04-18,AED,0.272360
2023-11-29,CAD,0.735920
2024-11-03,BRL,0.170440
2023-02-06,AUD,0.692320
2023-10-26,INR,0.012030
2024-08-04,GBP,1.280750
2023-06-15,CHF,1.108820
2023-07-31,MXN,0.059960
2023-05-01,AED,0.272360
2024-07-06,EUR,1.082750
2024-04-05,GBP,1.265680
2023-11-10,INR,0.012010
2023-10-18,BRL,0.198570
2024-04-28,AED,0.272290
2023-04-22,JPY,0.007460
2024-05-31,CHF,1.102040
2023-04-21,INR,0.012170
2024-02-18,SGD,0.743160
2023-09-02,SGD,0.739910
2024-03-06,GBP,1.269510
2023-10-03,BRL,0.198230
2023-03-10,CAD,0.724610
2023-11-28,EUR,1.094640
2024-05-14,CHF,1.102570
2023-09-05,INR,0.012090
2023-09-14,INR,0.012060
2023-02-28,SGD,0.741550
2024-05-03,CHF,1.095550
2023-08-30,AUD,0.645080
2023-06-20,SGD,0.746180
2023-02-07,MXN,0.052370
2024-10-21,CHF,1.156560
2024-09-21,SGD,0.774570
2024-04-22,AUD,0.641940
2024-06-05,INR,0.011980
2024-10-09,AUD,0.673860
2023-02-27,EUR,1.054730
2023-12-03,EUR,1.088830
2024-10-30,SGD,0.755130
2023-07-06,CAD,0.754120
2024-08-10,AED,0.272290
2023-06-23,MXN,0.058300
2023-07-12,AUD,0.667740
2023-08-29,GBP,1.259530
2024-05-24,INR,0.012010
2023-06-22,JPY,0.007050
2023-01-17,BRL,0.195620
2023-04-04,AED,0.272330
2024-07-01,AED,0.272270
2024-07-24,GBP,1.291570
2024-06-29,MXN,0.054470
2023-05-06,BRL,0.201310
2023-08-19,AUD,0.640680
2023-01-24,BRL,0.192290
2023-12-29,AED,0.272320
2024-02-17,AUD,0.652410
2023-10-04,SGD,0.727890
2023-05-24,EUR,1.078790
2024-07-29,AED,0.272310
2024-06-12,GBP,1.273340
2024-07-15,CAD,0.733390
2023-06-09,CHF,1.105280
2023-04-16,EUR,1.099570
2023-10-09,CHF,1.099430
2024-01-09,BRL,0.205310
2024-04-11,JPY,0.006570
2024-07-17,JPY,0.006310
2023-12-10,EUR,1.076600
2023-09-26,CAD,0.742360
2023-01-31,JPY,0.007690
2023-04-07,AED,0.272340
2023-05-09,MXN,0.056240
2024-10-08,AUD,0.678140
2024-01-08,MXN,0.059250
2024-11-01,MXN,0.049770
2023-11-05,EUR,1.073030
2023-07-29,MXN,0.059700
2024-11-18,AED,0.272280
2023-11-18,EUR,1.087230
2023-08-17,GBP,1.272900
2023-06-01,CAD,0.734590
2023-11-30,BRL,0.204900
2023-12-25,AED,0.272340
2024-01-30,AED,0.272300
2023-02-14,JPY,0.007560
2024-07-04,GBP,1.271860
2024-05-23,INR,0.012010
2023-03-13,CAD,0.723750
2024-03-08,JPY,0.006750
2024-02-25,AUD,0.656540
2024-04-30,EUR,1.071790
2024-07-27,AUD,0.655520
2023-03-20,BRL,0.189470
2024-02-15,CHF,1.128230
2024-03-03,GBP,1.265970
2024-03-20,MXN,0.059350
2024-05-26,EUR,1.084780
2023-09-18,AUD,0.643400
2023-03-05,EUR,1.063520
2023-05-08,CAD,0.747780
2024-10-12,CHF,1.166770
2024-01-28,GBP,1.270400
2024-01-01,SGD,0.758050
2023-06-13,GBP,1.254700
2023-02-21,EUR,1.068640
2024-02-25,MXN,0.058420
2024-09-28,AED,0.272280
2024-07-14,EUR,1.090850
2023-08-08,CAD,0.747720
2023-04-11,AUD,0.665140
2024-07-26,MXN,0.054240
2023-11-23,SGD,0.745910
2024-02-01,INR,0.012040
2023-05-25,AED,0.272360
2023-08-30,SGD,0.739160
2023-03-03,GBP,1.197160
2024-11-11,INR,0.011850
2024-08-04,BRL,0.174650
2024-10-16,SGD,0.763880
2023-12-25,JPY,0.007020
2023-06-14,INR,0.012150
2024-06-05,BRL,0.189970
2023-05-02,BRL,0.200540
2023-02-05,BRL,0.194150
2024-05-06,AUD,0.661100
2023-09-09,SGD,0.732870
2023-05-22,BRL,0.200080
2024-07-29,BRL,0.176840
2023-02-09,CAD,0.745880
2023-05-19,EUR,1.080310
2024-01-21,SGD,0.746190
2024-08-16,JPY,0.006750
2023-05-10,BRL,0.200010
2024-05-21,GBP,1.270580
2023-02-06,MXN,0.052740
2023-07-10,AUD,0.669260
2023-06-07,JPY,0.007170
2024-03-23,AED,0.273000
2023-09-24,INR,0.012040
2023-05-31,AED,0.272330
2023-07-15,CAD,0.760380
2023-08-02,BRL,0.210360
2023-12-02,AED,0.272350
2024-11-02,INR,0.011890
2024-09-30,SGD,0.780780
2023-12-22,EUR,1.097260
2024-08-21,EUR,1.109820
2023-08-20,JPY,0.006880
2024-06-15,JPY,0.006350
2023-01-19,AUD,0.699190
2023-03-22,GBP,1.223760
2024-03-26,SGD,0.742880
2024-05-10,MXN,0.059210
2023-04-08,JPY,0.007580
2024-10-01,JPY,0.007000
2024-05-19,SGD,0.743510
2023-06-16,AED,0.272310
2024-08-08,GBP,1.270530
2023-06-29,EUR,1.093560
2023-12-10,AED,0.272340
2023-09-13,INR,0.012070
2023-02-17,MXN,0.053890
2023-02-05,CHF,1.080140
2023-01-02,CHF,1.081800
2024-07-21,INR,0.011940
2023-07-26,MXN,0.059280
2023-05-27,CAD,0.733910
2024-08-04,JPY,0.006830
2024-10-15,INR,0.011900
2023-01-12,CAD,0.744850
2023-08-29,AED,0.272300
2023-07-17,INR,0.012180
2023-11-16,GBP,1.245450
2024-03-03,CHF,1.132260
2024-05-29,AED,0.272290
2024-07-27,SGD,0.744710
2023-03-19,JPY,0.007590
